,Unnamed: 0,id,created_at,text,categories,Policy,Republican candidates,Polls,Attacking media,Democratic candidates,Attacking women (excluding Clinton),Kasich,Bush,Cruz,Rubio,Clinton,is_retweet,exclamation_count
113,113,6.823107845637202e+17,2015-12-30 21:22:22,"Great poll- thank you Nevada!
#MakeAmericaGreatAgain #Trump2016 https://t.co/9Lr1v6vjJb","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
114,114,6.819714532611195e+17,2015-12-29 22:53:59,"New #ReutersPoll. Thank you America! 
#MakeAmericaGreatAgain #Trump2016 https://t.co/oETsjV3aR4","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
115,115,6.811512921951273e+17,2015-12-27 16:34:57,"Why are @JebBush flunkies  @ananavarro and @secupp, two of the dumbest people in politics, always on the @CNN panels..and yet Poll:Trump 39","Attacking media, Republican candidates, Bush",False,True,False,True,False,False,False,True,False,False,False,False,0
116,116,6.805056724762624e+17,2015-12-25 21:49:30,"The same people that said I wouldn't run, or that I wouldn't lead or do well (1st place and leading by 21%), now say I won't beat Hillary.","Polls, Democratic candidates, Clinton",False,False,True,False,True,False,False,False,False,False,True,False,0
117,117,6.804843304943862e+17,2015-12-25 20:24:41,Remember when failed candidate @JebBush said that illegals came across the border as AN ACT OF LOVE? He's spent $59 million and is at 3%.,"Policy, Republican candidates, Bush",True,True,False,False,False,False,False,True,False,False,False,False,0
118,118,6.801620686879252e+17,2015-12-24 23:04:08,".@meetthepress and @chucktodd very dishonest in not showing the new @CNN Poll where I am at 39%, 21points higher than Cruz. Be honest Chuck!","Polls, Cruz",False,False,True,False,False,False,False,False,True,False,False,False,1
119,119,6.80160249991553e+17,2015-12-24 22:56:55,Why isn't @chucktodd using the much newer @CNN Poll when discussing how well I am doing instead of the older Q Poll? CNN even better!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
120,120,6.801510641889485e+17,2015-12-24 22:20:24,"Wow, even lowly Rand Paul has just past @JebBush in the new @CNN Poll. Jeb is at 3%, I'm at 39%. Stop throwing your money down the drain!","Polls, Bush, Rubio",False,False,True,False,False,False,False,True,False,True,False,False,1
121,121,6.80116241512706e+17,2015-12-24 20:02:02,"""@classyexplorer: @gatewaypundit Jim you fail to mention in your CNN POLL that in the GOP RACE...Trump is leading Cruz 39 to 18...Big Detail","Polls, Republican candidates, Trump, Cruz",False,True,True,False,False,False,False,False,True,False,False,False,0
122,122,6.797133053767803e+17,2015-12-23 17:20:55,It is hard to believe I am winning by so much when I am treated so badly by the media.  New @CNN Poll amazing in ALL categories. 21 pt. Lead,"Attacking media, Polls",False,False,True,True,False,False,False,False,False,False,False,False,0
123,123,6.796901809373143e+17,2015-12-23 15:49:01,.@FoxNews treats me so badly. Using old Quinnipiac Poll where I have a much smaller lead than the just out @CNN Poll. All negative!,"Attacking media, Polls",False,False,True,True,False,False,False,False,False,False,False,False,1
124,124,6.796331512374395e+17,2015-12-23 12:02:24,Big news just out - NEW @CNN POLL  TRUMP  39 and leads in every major category. Likeability way up. CRUZ 18  CARSON 10  RUBIO 10,"Polls, Cruz, Rubio",False,False,True,False,False,False,False,False,True,True,False,False,0
125,125,6.794965381172716e+17,2015-12-23 02:59:33,"Wow, new Reuters Poll just out. Big lead if you want to MAKE AMERICA GREAT AGAIN!  TRUMP 37  CRUZ 11 This is at the top of Drudge!","Polls, Republican candidates, Trump, Cruz",False,True,True,False,False,False,False,False,True,False,False,False,2
126,126,6.794238882840986e+17,2015-12-22 22:10:52,"""@schoremis1:  @JebBush The Donald should've been named Man of the Year. He dominates the polls, news, talk shows &amp; social media. MAGA!""","Polls, Bush",False,False,True,False,False,False,False,True,False,False,False,False,1
127,127,6.794163095458734e+17,2015-12-22 21:40:45,"""@qbeacademy: Well I'm at 42% and your at 3% .You know Jeb you started over here you keep on moving further and further off stage.  Classic""","Polls, Bush",False,False,True,False,False,False,False,True,False,False,False,False,0
128,128,6.794104293162271e+17,2015-12-22 21:17:23,"""@realNevaDie: This suggests that online polls are more reliable so Trump is crushing both parties. @realDonaldTrump","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
129,129,6.78901451335336e+17,2015-12-21 11:34:54,"""@msully65:  Tell this knitwit @SpeakerRyan, the ppl want @realDonaldTrump, not him or his choice for President! Thts why Trump has 40%""","Policy, Republican candidates, Trump",True,True,False,False,False,False,False,False,False,False,False,False,1
130,130,6.787976312509112e+17,2015-12-21 04:42:21,".@JebBush today said he didn't want to be the front-runner, he would rather be where he is now, 2%. That is the talk of a loser, can't win!","Republican candidates, Bush",False,True,False,False,False,False,False,True,False,False,False,False,1
131,131,6.787913762015232e+17,2015-12-21 04:17:30,"Great poll out of Illinois! Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/Fd48umfyCw","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,2
132,132,6.787147849053266e+17,2015-12-20 23:13:09,.@JebBush was terrible on Face The Nation today. Being at 2% and falling seems to have totally affected his confidence. A basket case!,"Attacking media, Republican candidates, Bush",False,True,False,True,False,False,False,True,False,False,False,False,1
133,133,6.78421170836906e+17,2015-12-20 03:46:26,"""@GStephanopoulos: As @realDonaldTrump dominates the latest polls, I’ll talk to the GOP frontrunner, Sunday on @ThisWeekABC.""","Polls, Republican candidates, Trump",False,True,True,False,False,False,False,False,False,False,False,False,0
134,134,6.783550107035156e+17,2015-12-19 23:23:32,Thank you America! @FoxNews post-debate poll with +/- from previous poll. #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/KorKlSr01P,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
135,135,6.780109908947108e+17,2015-12-19 00:36:31,"""@thehill: NEW POLL: Trump's massive lead grows in post-debate poll https://t.co/jNDY8kgIgl https://t.co/bPlj1VPz8T""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
136,136,6.780056675050455e+17,2015-12-19 00:15:22,"Another new post-debate poll. 
THANK YOU! #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/Pa9PCuPbyr","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
137,137,6.777172398360945e+17,2015-12-18 05:09:16,"New Reuters poll - thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/zOe0gDe0AJ","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
138,138,6.771234071425106e+17,2015-12-16 13:49:35,Bill O'Reilly calls Trump and  campaign brilliant. In first place by 27 points.,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
139,139,6.771184270482186e+17,2015-12-16 13:29:47,"Thank you, so many people have given me credit for winning the debate last night. All polls agree. It was fun and interesting!",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
140,140,6.769027755366236e+17,2015-12-15 23:12:52,Highly respected PUBLIC POLICY POLLING (PPP) just announced that I am number one in IOWA. Thank you!,"Policy, Polls, Rubio",True,False,True,False,False,False,False,False,False,True,False,False,1
141,141,6.768802606678057e+17,2015-12-15 21:43:24,New PPP poll just released in Iowa- up 6 points from last poll. Leading w/ 28%! Don't worry - media won't report it! https://t.co/yjWiLBGUpm,"Polls, Attacking media",False,False,True,True,False,False,False,False,False,False,False,False,2
142,142,6.768147423132426e+17,2015-12-15 17:23:03,"I won every debate so far according to all debate polls including @DRUDGE_REPORT, @TIME @Slate and more. Too bad dopey @megynkelly lies!","Polls, Attacking media",False,False,True,True,False,False,False,False,False,False,False,False,1
143,143,6.767874035797565e+17,2015-12-15 15:34:25,.@megynkelly is very bad at math. She was totally unable to figure out the difference between me and Cruz in the new Monmouth Poll 41to14.,"Attacking media, Polls, Cruz",False,False,True,True,False,False,False,False,True,False,False,False,0
144,144,6.767863960366612e+17,2015-12-15 15:30:25,".@megynkelly, the most overrated anchor at @FoxNews, worked hard to explain away the new Monmouth poll 41 to 14 or 27 pt lead. She said 15!","Attacking media, Polls",False,False,True,True,False,False,False,False,False,False,False,False,1
145,145,6.767773020599747e+17,2015-12-15 14:54:17,Why isn't anyone using the @CNN Iowa Poll with me having a big lead. They only want to use the one negative poll (2nd place).Dishonest press,"Polls, Attacking media",False,False,True,True,False,False,False,False,False,False,False,False,0
146,146,6.767757047431864e+17,2015-12-15 14:47:56,"Isn't it amazing that @CNN paid a fortune for an Iowa Poll, which shows me in first place over Cruz by 13%, 33% to 20% - then doesn't use it","Polls, Cruz",False,False,True,False,False,False,False,False,True,False,False,False,0
147,147,6.767709494510223e+17,2015-12-15 14:29:02,"Wow, I just had two very good Iowa polls and a phenomenal just out National Poll from @ABC @washingtonpost - 38%.  MAKE AMERICA GREAT AGAIN!",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
148,148,6.765715972856873e+17,2015-12-15 01:16:53,Why doesn't @CNN use the #CNN Iowa poll? @andersoncooper @andydean2014,Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
149,149,6.764535214332396e+17,2015-12-14 17:27:42,"RT @ABCPolitics: JUST IN: Donald Trump hits 41% in new Monmouth national poll, his highest national support of the election cycle yet.","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,True,0
150,150,6.764534031328625e+17,2015-12-14 17:27:13,"RT @BretBaier: New national poll from Monmouth -huuge @realDonaldTrump lead: Trump leads the pack at 41%. Ted Cruz-14%, Marco Rubio-10%, &amp; …","Polls, Cruz, Rubio, Trump",False,False,True,False,False,False,False,False,True,True,False,True,0
151,151,6.764525968534323e+17,2015-12-14 17:24:01,"RT @piersmorgan: BREAKING NEWS: @realDonaldTrump surging ahead in GOP race - 41% in new #Monmouth national poll,  27% ahead of nearest riva…","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,True,0
152,152,6.762793661842473e+17,2015-12-14 05:55:40,Why doesn't @FoxNews quote the new Iowa @CNN Poll where I have a 33% to 20% lead over Ted Cruz and all others. Think about it!,"Polls, Republican candidates, Cruz",False,True,True,False,False,False,False,False,True,False,False,False,1
153,153,6.761727974759956e+17,2015-12-13 22:52:12,"""@JPMORGAN2016: TRUMP NEEDS HIS OWN POLL A REAL POLL, IN EVERY STATE. THESE POLLS ARE SO RIDICULOUS.THE MEDIA WILL ONLY GET WORSE FROM HERE""","Polls, Attacking media",False,False,True,True,False,False,False,False,False,False,False,False,0
154,154,6.760935803651564e+17,2015-12-13 17:37:25,A very good NBC/Wall Street Journal Poll was just released wherein I went up from last month and am in the lead. Nice!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
155,155,6.760297562871194e+17,2015-12-13 13:23:48,"""@JPMORGAN2016: @realDonaldTrump @Peggynoonannyc TRUMP IS WINNING BY SO MUCH MORE, IT'S NEAR 60% NATIONALLY. THEY ARE ALL BIASED POLLS!!!!""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,4
156,156,6.759023214827274e+17,2015-12-13 04:57:25,I will be interviewed on @jaketapper @CNN at 9:00 A.M. and Fox News Sunday with Chris Wallace at 10:O0  A.M. CNN Iowa Poll -13 point lead!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
157,157,6.758115185088471e+17,2015-12-12 22:56:36,"New CNN Iowa poll --- Trump 33, Cruz 20. Everyone else way down! Don't trust Des Moines Register poll- biased towards Trump!","Polls, Cruz",False,False,True,False,False,False,False,False,True,False,False,False,2
158,158,6.754625749227028e+17,2015-12-11 23:50:02,Thank you! We are at 35% in new Reuters poll with #2 coming in at 12%. Time to #MakeAmericaGreatAgain!#Trump2016 https://t.co/0l00OVCo5b,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,2
159,159,6.7541730586257e+17,2015-12-11 20:50:09,Great news in Georgia!  The just out  Landmark poll shows me in first with 43%! Wow. https://t.co/mG6uZQxBWG https://t.co/UZ03GJDvOV,"Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,2
160,160,6.752952515154452e+17,2015-12-11 12:45:08,".@Morning_Joe is so off on Iowa, which I am leading big in new @CNN poll. I will win Iowa. Also, I beat Hillary easily!","Polls, Republican candidates, Clinton",False,True,True,False,False,False,False,False,False,False,True,False,1
161,161,6.751727539395625e+17,2015-12-11 04:38:23,"""@FoxNews: @FrankLuntz: Time for the Republican establishment to accept the fact that Trump is not only a viable candidate, but lead is real","Policy, Republican candidates, Trump",True,True,False,False,False,False,False,False,False,False,False,False,0
162,162,6.751254088037745e+17,2015-12-11 01:30:15,Respected Morning Consult poll just out. I lead all Republicans and beat Hillary head to head by a wide margin- 45 to 40!,"Polls, Republican candidates, Clinton",False,True,True,False,False,False,False,False,False,False,True,False,1
163,163,6.75011172496724e+17,2015-12-10 17:56:19,Establishment flunky @KarlRove is going crazy with the just released CBS poll that has me way ahead. New Fox poll has me beating Hillary.,"Polls, Democratic candidates, Clinton",False,False,True,False,True,False,False,False,False,False,True,False,0
164,164,6.749175245978255e+17,2015-12-10 11:44:11,"Wow, my poll numbers have just been announced and have gone through the roof!",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
165,165,6.745778098771476e+17,2015-12-09 13:14:17,The last person corrupt Hillary Clinton wants to run against is Donald J. Trump. I'll end up beating her in every state. New Fox Poll-Trump!,"Attacking media, Democratic candidates, Clinton",False,False,False,True,True,False,False,False,False,False,True,False,1
166,166,6.745606487900897e+17,2015-12-09 12:06:06,"The failing @nytimes does not mention the new @CNN Poll that has me leading Iowa by a massive 13 points - I am at 33%. Maggie Haberman, sad!",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
167,167,6.744436664554619e+17,2015-12-09 04:21:15,"Great poll numbers just coming out of New Hampshire. BIG lead for ""Trump"" according to @CNN!","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
168,168,6.743704429085778e+17,2015-12-08 23:30:17,Great new poll from NH. Thank you! We need to keep this country safe! #Trump2016 https://t.co/r5K58xu8Mp https://t.co/EAqHZ5ttmp,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,2
169,169,6.743303153730847e+17,2015-12-08 20:50:50,A very big poll is coming out at 6 PM in New Hampshire. Will be very interested in the results.,Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
170,170,6.743172488033075e+17,2015-12-08 19:58:54,A new poll indicates that 68% of my supporters would vote for me if I departed the GOP &amp; ran as an independent. https://t.co/ztP5d2ctZl,"Polls, Kasich",False,False,True,False,False,False,True,False,False,False,False,False,0
171,171,6.742344922871235e+17,2015-12-08 14:30:04,"I wish the @WSJ Wall Street Journal had reported the just out @CNN Iowa Poll correctly. I lead by a wide margin,13 points, going up big!","Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,1
172,172,6.742333046824837e+17,2015-12-08 14:25:21,"Just won IOWA @CNN Poll BIG: Trump 33% Cruz 20% Rubio 11%,  but @WSJ reported ""Cruz momentum"" but nothing about the fact that I easily won!","Polls, Trump, Cruz, Rubio",False,False,True,False,False,False,False,False,True,True,False,False,1
173,173,6.740712692482785e+17,2015-12-08 03:41:28,"""@CRinQC: RT @thehill: New Iowa poll finds .@realDonaldTrump in the lead by double digits. https://t.co/00phDHSb37 https://t.co/t6DSOopCXd","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
174,174,6.740678618208051e+17,2015-12-08 03:27:56,"""@LexingtonBobby:  @CLewandowski_ Today, ""New Iowa poll finds Trump in the lead by double digits"" https://t.co/00phDHSb37 #Trump16""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
175,175,6.740664823226491e+17,2015-12-08 03:22:27,Just released @CNN Poll gives me a big 13 point lead in Iowa. Change your false story failing @nytimes. Thank you Iowa!,"Polls, Republican candidates, Rubio",False,True,True,False,False,False,False,False,False,True,False,False,1
176,176,6.739809055061279e+17,2015-12-07 21:42:24,I am especially grateful for the tremendous support I have received from the Evangelicals in the just out Iowa CNN poll. Thank you!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
177,177,6.739808239939789e+17,2015-12-07 21:42:05,"I am greatly honored by the results of the CNN poll in Iowa. In the end, I believe the final results will be even better than that!","Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,1
178,178,6.735159975386849e+17,2015-12-06 14:55:01,"""@JSears68: Poll numbers will go up even more for @realDonaldTrump after Obama's 'address'","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
179,179,6.729829205047009e+17,2015-12-05 03:36:46,"""@ben_techpro: Donald Trump opens up 'massive' lead in national poll https://t.co/yBfezuPX9a  #makeamericagreatagain #wakeupamerica @GOP""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
180,180,6.727878522463191e+17,2015-12-04 14:41:38,".@CNN &amp; @CNNPolitics Please thank Alisyn Camerota, David Chalian and John King for the very professional reporting of the new CNN Poll.",Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
181,181,6.727684009140552e+17,2015-12-04 13:24:20,".@CNN Poll just came out, amazing numbers for those who want to MAKE AMERICA GREAT AGAIN! TRUMP 36%, a 20 point lead over 2nd place. Thanks.","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
182,182,6.72390230691967e+17,2015-12-03 12:21:38,"""@politico: The retired neurosurgeon plummets 7 points from last month, while Trump solidifies his dominating lead https://t.co/8Mc2sFmbhn""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
183,183,6.723801909920031e+17,2015-12-03 11:41:44,"""@DLake66675: @ChateauEmissary @trumpettes16 @realDonaldTrump his poll numbers jump every time instances like this occur.","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
184,184,6.72148069027328e+17,2015-12-02 20:19:22,"I beat Hillary in the new @FoxNews Poll head to head.  SHE HAS NO STRENGTH OR STAMINA, both of which are needed to MAKE AMERICA GREAT AGAIN!","Polls, Attacking women excluding Clinton, Clinton",False,False,True,False,False,False,False,False,False,False,True,False,1
185,185,6.717927092927201e+17,2015-12-01 20:47:17,"You would think a paper like the Washington Post would be fair and objective. For the record, almost all polls showed I won all debates.","Attacking media, Polls",False,False,True,True,False,False,False,False,False,False,False,False,0
186,186,6.713488496471982e+17,2015-11-30 15:23:33,"The Republican establishment, out of self preservation, is concerned w/ my high poll #'s. More concerned are Dems—I beat Hillary heads up!","Polls, Republican candidates, Clinton",False,True,True,False,False,False,False,False,False,False,True,False,1
187,187,6.703818494164828e+17,2015-11-27 23:21:02,"Pollster Trend 
National GOP Average
223 national polls &amp; 33 pollsters.
#MakeAmericaGreatAgain #Trump2016 https://t.co/mILAGwjvS2","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
188,188,6.701584552573297e+17,2015-11-27 08:33:21,"""@VaughnVhalen: Donald Trump Rises to 38% Nationally; Ted Cruz Edges into 2nd at 12%","Polls, Cruz",False,False,True,False,False,False,False,False,True,False,False,False,0
189,189,6.699926292418314e+17,2015-11-26 21:34:25,Great new poll numbers! Thank you for your support! #Trump2016 https://t.co/vmrsOnsMRo,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,2
190,190,6.692886959382897e+17,2015-11-24 22:57:14,New @OANN national poll released. Thank you America! #Trump2016 https://t.co/yopcngFzFv,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
191,191,6.684957161390367e+17,2015-11-22 18:26:13,"Great poll numbers! Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/51CRR6m5Eg","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,2
192,192,6.684415396438999e+17,2015-11-22 14:50:56,Great poll numbers all over and beating Hillary Clinton one on one. Thank you!,"Polls, Democratic candidates, Clinton",False,False,True,False,True,False,False,False,False,False,True,False,1
193,193,6.6840692223266e+17,2015-11-22 12:33:23,Big new @ABC Poll to be announced at 9:00 A.M. on This Week with @GStephanopoulos. I will be interviewed on show!,"Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,1
194,194,6.684052156542403e+17,2015-11-22 12:26:36,.@GStephanopoulos just announced that I am leading  BIG in the new @ABC Poll which will be shown on This Week at 9:00 A.M. I will be on show,"Polls, Bush",False,False,True,False,False,False,False,True,False,False,False,False,0
195,195,6.682124786948588e+17,2015-11-21 23:40:44,"""@boreed615: Donald Trump retakes lead in GOP race; Ted Cruz makes gains: poll: https://t.co/G8z5ek7emn # via AOL""","Polls, Trump, Cruz",False,False,True,False,False,False,False,False,True,False,False,False,0
196,196,6.680897024199803e+17,2015-11-21 15:32:52,RT @CLewandowski_: .@realDonaldTrump extends lead in 11/20/2015 Reuters #GOP poll. #MakeAmericaGreatAgain #Trump2016 https://t.co/HfXjbjXxL2,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,True,0
197,197,6.67509055867347e+17,2015-11-20 01:05:35,"John Kasich, despite being Governor of Ohio, is losing to me in the Ohio polls. Pathetic!","Polls, Kasich",False,False,True,False,False,False,True,False,False,False,False,False,1
198,198,6.67128584956461e+17,2015-11-18 23:53:43,"""@FoxNews New Hampshire Poll: @realDonaldTrump 'Rules GOP Race in New Hampshire.' Trump 27, Rubio 13, Cruz 11, Bush 9, Carson 9, &amp; Kasich 7""","Polls, Trump, Rubio, Cruz, Bush, Carson, Kasich",False,False,True,False,False,False,True,True,True,True,False,False,0
199,199,6.670605311493161e+17,2015-11-18 19:23:18,"Via Politico: ""Trump Extends Lead in New Hampshire Poll"" https://t.co/PaJOAi3rGa","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
200,200,6.670239573679145e+17,2015-11-18 16:57:58,Great New Poll  https://t.co/178k1ERFqT,Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
201,201,6.666054217513615e+17,2015-11-17 13:14:52,So many great polls like Reuters - big leads everywhere. New Hampshire really special! We will win big and MAKE AMERICA GREAT AGAIN!,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,2
202,202,6.664397654331965e+17,2015-11-17 02:16:36,"Great poll numbers out of @UMassAmherst. Thank you! #Trump2016 #MakeAmericaGreatAgain 
https://t.co/ePlQRgjMYw","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
203,203,6.660265197063946e+17,2015-11-15 22:54:31,"""@USATrumpDiva: Donald Trump surges in poll among likely Republican voters https://t.co/uZ5nZUuqKq""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
204,204,6.657412138914734e+17,2015-11-15 04:00:48,"""@tasteofaz: Poll: Trump Surges to 42% Nationally; ‘Bad News for Marco Rubio’ https://t.co/9IrLrlpjfM @realdonaldtrump""  Great news!","Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,1
205,205,6.657312374877143e+17,2015-11-15 03:21:10,"Great news out of New Hampshire! DonaldTrump is pulling away from the pack w/ 2nd is 17% behind him! #Trump2016 https://t.co/hASWradHMe""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,2
206,206,6.652533173045248e+17,2015-11-13 19:42:05,"""@DRUDGE_REPORT: REUTERS 5-DAY ROLLING POLL: TRUMP 34%, CARSON 19.6%, RUBIO 9.7%, CRUZ 7.7%..."" Thank you - a great honor!","Polls, Rubio, Cruz",False,False,True,False,False,False,False,False,True,True,False,False,1
207,207,6.649050027884585e+17,2015-11-12 20:38:00,From 2% to 27% in Texas - quite a jump into first place!,"Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,1
208,208,6.647637018457457e+17,2015-11-12 11:16:31,"All seven on-line polls, including Drudge and Time, with thousands of respondents, said I won the debate. @krauthammer said I was ""so, so.""",Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
209,209,6.64394692180734e+17,2015-11-11 10:50:13,"Loved doing the debate...won Drudge and all on-line polls! Amazing evening, moderators did an outstanding job.",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
210,210,6.63959273752232e+17,2015-11-10 06:00:01,"""@freedoms411: @wakeuppeopleSOS @mitchellvii  @CNN @ABC @CBS It shouldn't be ignored, and I doubt it will be, Carson will drop in polls.""","Polls, Carson",False,False,True,False,False,False,False,False,False,False,False,False,0
211,211,6.628327802089718e+17,2015-11-07 03:23:44,"""@Bubbachitchat1: THIS IS WHY THE POLLS ARE WRONG! @Hanan_Khan2: I am a lifelong democrat. And I will be voting trump! #democratsfortrump""""","Polls, Republican candidates, Trump",False,True,True,False,False,False,False,False,False,False,False,False,2
212,212,6.62783390538666e+17,2015-11-07 00:07:28,"Would be nice if @jmartNYT learned how to read the polls before writing his next story. Probably done on purpose, but not good reporting!",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
213,213,6.6269219606852e+17,2015-11-06 18:05:06,"""@DefendingtheUSA: GREAT Video. Which of these 4 Polls is Suspect? Kudos to @OANN  https://t.co/kKlRLIDrLC #Trump https://t.co/BiEUTt2k6Z""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
214,214,6.62569633258541e+17,2015-11-06 09:58:05,"""@AliceEngle3: @realDonaldTrump-huge lead in Reuters National poll https://t.co/afdvXHzvIx""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
215,215,6.625645762659533e+17,2015-11-06 09:37:59,"""@Rick_Sa: @greta Interesting presidential race; Carson tries to beat his mom with a hammer, and @realDonaldTrump beats Carson in the polls!","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
216,216,6.625621405119857e+17,2015-11-06 09:28:18,A great honor to easily finish FIRST in the @FoxNews poll tabulation even though some of my best polls were not used in determining winner!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
217,217,6.625604630378414e+17,2015-11-06 09:21:38,"""@SoCal4Trump: Wow @megynkelly. You openly LIE about who's ahead in the GOP race. Trump is LEADING in 99% of polls. Shameful... #StopTheLies","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
218,218,6.621986180452106e+17,2015-11-05 09:23:48,"""@marklindsay78: @Hanan_Khan2 @realDonaldTrump poll numbers are higher then most think, no one is asking Democrats if they are voting Trump""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
219,219,6.620464071137321e+17,2015-11-04 23:18:58,"Wow! @FoxNews poll just came out. #1 with 26%! Almost as importantly, I am the strongest on economic issues by far! #Trump2016","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,3
220,220,6.61897728432173e+17,2015-11-04 13:28:10,"Isn't it terrible that @megynkelly used a poll not used before (I.B.D.) when I was down, but refuses to use it now when I am up?",Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
221,221,6.615563704755241e+17,2015-11-03 14:51:44,"""@LookerCherry: @realDonaldTrump The polls are for the news cycle. Trump is miles ahead and leaving all others in the dust, ""don't doubt me""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
222,222,6.61554450511827e+17,2015-11-03 14:44:06,"""@Freedomrings22: @realDonaldTrump I Trust @OANN 's polls They are actually really Fair and really balanced on all their news"" Iowa lead!",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
223,223,6.615384508359639e+17,2015-11-03 13:40:32,"""@NickEgoroff: BREAKING: Latest poll of Florida voters shows enormous lead for Trump! He'd beat Hillary! https://t.co/TvLEH4NcXt #tcot""","Polls, Democratic candidates, Trump",False,False,True,False,True,False,False,False,False,False,False,False,2
224,224,6.612491991708017e+17,2015-11-02 18:31:09,.@megynkelly used this poll (nobody else did) when I was down—wonder if she’ll use it now that I’m up? https://t.co/wEhqux6Ss8,Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
225,225,6.612468620291604e+17,2015-11-02 18:21:51,.@CharlesMBlow  Why don’t you use new polls instead of the single ancient national poll that was a tiny bit negative. Dishonest reporting!,"Attacking media, Polls, ",False,False,True,True,False,False,False,False,False,False,False,False,1
226,226,6.611575160096973e+17,2015-11-02 12:26:50,"""@Morning_Joe: Online poll: @realDonaldTrump 'best to handle economy' by far https://t.co/SZvSzNzoIk""  Very true, thanks!","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
